"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2009","2009","","AFR","Africa","","ZWE","Zimbabwe","","WQ3","Q3","","62.8 [59.8-65.8]","62.82078","59.76265","65.77956","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2009","2009","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","63.6 [60.5-66.6]","63.60102","60.54593","66.55023","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","WQ3","Q3","","57.6 [52.6-62.3]","57.55127","52.62780","62.32932","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","88.2 [85.7-90.4]","88.23586","85.70273","90.37061","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","70.2 [68.0-72.3]","70.19211","67.96885","72.32390","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","AFR","Africa","","ZWE","Zimbabwe","","WQ1","Q1 (Poorest)","","62.5 [59.8-65.2]","62.53202","59.79244","65.19360","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","AFR","Africa","","ZWE","Zimbabwe","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","AFR","Africa","","ZWE","Zimbabwe","","WQ3","Q3","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","SEN","Senegal","","WQ4","Q4","","16.0 [13.3-19.1]","15.99964","13.31404","19.10755","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SEN","Senegal","","WQ1","Q1 (Poorest)","","4.4 [3.6-5.5]","4.44423","3.59698","5.47970","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SEN","Senegal","","WQ3","Q3","","12.0 [10.3-13.8]","11.97033","10.32389","13.83881","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SEN","Senegal","","WQ2","Q2","","20.4 [17.3-23.9]","20.42847","17.31077","23.94508","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SEN","Senegal","","WQ2","Q2","","9.7 [7.8-12.0]","9.73747","7.83710","12.03846","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SEN","Senegal","","WQ4","Q4","","22.8 [19.5-26.4]","22.77826","19.48660","26.44333","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2014","2014","","AFR","Africa","","SEN","Senegal","","WQ1","Q1 (Poorest)","","10.7 [8.7-13.1]","10.72361","8.73634","13.09804","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","SRB","Serbia","","WQ5","Q5 (Richest)","","30.2 [26.0-34.8]","30.20904","26.00586","34.77232","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","SRB","Serbia","","WQ2","Q2","","38.5 [34.3-42.9]","38.51113","34.30108","42.90049","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","SRB","Serbia","","WQ4","Q4","","61.8 [56.8-66.5]","61.76820","56.77788","66.52208","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","EUR","Europe","","SRB","Serbia","","WQ3","Q3","","14.0 [10.6-18.2]","13.96915","10.61481","18.16803","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","EUR","Europe","","SRB","Serbia","","WQ5","Q5 (Richest)","","25.3 [20.5-30.7]","25.25615","20.46869","30.73070","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","EUR","Europe","","SRB","Serbia","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2014","2014","","EUR","Europe","","SRB","Serbia","","WQ4","Q4","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ1","Q1 (Poorest)","","3.0 [2.0-4.5]","2.97887","1.98286","4.45247","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ3","Q3","","3.3 [2.3-4.8]","3.29341","2.26136","4.77346","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ5","Q5 (Richest)","","20.2 [16.8-24.1]","20.19262","16.79104","24.08385","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","WQ2","Q2","","11.3 [7.9-15.9]","11.30189","7.92973","15.86104","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","WQ1","Q1 (Poorest)","","11.5 [9.7-13.5]","11.47182","9.67694","13.54967","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","WQ1","Q1 (Poorest)","","12.5 [10.7-14.6]","12.51707","10.69820","14.59465","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","WQ3","Q3","","12.8 [10.9-15.0]","12.79380","10.90830","14.95051","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","WQ5","Q5 (Richest)","","54.1 [48.4-59.6]","54.06207","48.37666","59.64368","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ4","Q4","","62.1 [58.0-66.1]","62.12735","58.00983","66.07722","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ1","Q1 (Poorest)","","35.9 [31.8-40.3]","35.93820","31.78160","40.31714","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ3","Q3","","78.8 [75.5-81.7]","78.79996","75.51707","81.74903","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ5","Q5 (Richest)","","91.8 [89.6-93.5]","91.76548","89.57687","93.52773","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","WQ2","Q2","","1.7 [1.2-2.3]","1.70067","1.23735","2.33340","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","WQ4","Q4","","13.1 [10.9-15.6]","13.06328","10.86426","15.62937","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","WQ3","Q3","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AMR","Americas","","SUR","Suriname","","WQ5","Q5 (Richest)","","52.9 [49.2-56.6]","52.94355","49.24695","56.60813","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SUR","Suriname","","WQ2","Q2","","47.7 [43.2-52.2]","47.68435","43.18573","52.22086","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SUR","Suriname","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","SWZ","Swaziland","","WQ1","Q1 (Poorest)","","37.2 [31.1-43.8]","37.19448","31.07682","43.75196","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","SWZ","Swaziland","","WQ3","Q3","","54.2 [49.1-59.2]","54.19030","49.13370","59.16203","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","SWZ","Swaziland","","WQ5","Q5 (Richest)","","62.2 [58.3-66.0]","62.21391","58.30014","65.97472","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","SWZ","Swaziland","","WQ5","Q5 (Richest)","","78.5 [73.8-82.6]","78.50567","73.81020","82.55824","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","WQ4","Q4","","47.7 [45.7-49.8]","47.71179","45.66209","49.76923","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","WQ1","Q1 (Poorest)","","41.8 [38.8-44.9]","41.83123","38.84085","44.88289","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","WQ3","Q3","","84.6 [82.8-86.3]","84.61713","82.81245","86.26376","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","WQ5","Q5 (Richest)","","89.2 [87.7-90.5]","89.17648","87.71476","90.48315","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","WQ2","Q2","","22.7 [19.9-25.7]","22.69104","19.94460","25.69428","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","WQ4","Q4","","25.8 [22.8-29.1]","25.83711","22.82058","29.10203","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","WQ1","Q1 (Poorest)","","48.8 [42.6-55.0]","48.78787","42.58675","55.02652","","",""
